"org_id" "sm_protein_id" "ipr_id" "ipr_desc" "ipr_domain_start" "ipr_domain_end"
14 9208 "IPR000073" "Alpha/beta hydrolase fold-1" 116 197
22 1130189 "IPR000073" "Alpha/beta hydrolase fold-1" 158 242
22 1141137 "IPR000073" "Alpha/beta hydrolase fold-1" 60 295
22 1166772 "IPR000073" "Alpha/beta hydrolase fold-1" 49 278
14 6793 "IPR001433" "Oxidoreductase FAD/NAD(P)-binding" 339 448
22 1101614 "IPR001433" "Oxidoreductase FAD/NAD(P)-binding" 889 945
21 7751 "IPR001433" "Oxidoreductase FAD/NAD(P)-binding" 504 609
21 8430 "IPR001433" "Oxidoreductase FAD/NAD(P)-binding" 331 434
3 55631 "IPR001433" "Oxidoreductase FAD/NAD(P)-binding" 338 447
14 6793 "IPR008333" "Oxidoreductase, FAD-binding domain" 231 330
21 8430 "IPR008333" "Oxidoreductase, FAD-binding domain" 229 321
3 55631 "IPR008333" "Oxidoreductase, FAD-binding domain" 230 329
14 82 "IPR013217" "Methyltransferase type 12" 1333 1438
14 1638 "IPR013217" "Methyltransferase type 12" 1284 1385
14 1759 "IPR013217" "Methyltransferase type 12" 1493 1603
14 3408 "IPR013217" "Methyltransferase type 12" 1528 1581
14 4602 "IPR013217" "Methyltransferase type 12" 1404 1507
14 4657 "IPR013217" "Methyltransferase type 12" 57 154
14 9196 "IPR013217" "Methyltransferase type 12" 716 821
22 51161 "IPR013217" "Methyltransferase type 12" 52 149
22 1080089 "IPR013217" "Methyltransferase type 12" 1984 2085
22 1084740 "IPR013217" "Methyltransferase type 12" 1918 2018
22 1088618 "IPR013217" "Methyltransferase type 12" 1426 1524
22 1095656 "IPR013217" "Methyltransferase type 12" 1513 1623
22 1099903 "IPR013217" "Methyltransferase type 12" 1411 1512
22 1104204 "IPR013217" "Methyltransferase type 12" 1462 1579
22 1104411 "IPR013217" "Methyltransferase type 12" 1355 1459
22 1119988 "IPR013217" "Methyltransferase type 12" 1456 1566
22 1122199 "IPR013217" "Methyltransferase type 12" 1313 1407
22 1125648 "IPR013217" "Methyltransferase type 12" 1426 1529
22 1126346 "IPR013217" "Methyltransferase type 12" 1397 1498
22 1126920 "IPR013217" "Methyltransferase type 12" 1529 1639
22 1135841 "IPR013217" "Methyltransferase type 12" 1387 1492
22 1148627 "IPR013217" "Methyltransferase type 12" 1439 1548
22 1150307 "IPR013217" "Methyltransferase type 12" 1379 1486
22 1154267 "IPR013217" "Methyltransferase type 12" 1342 1447
22 1156426 "IPR013217" "Methyltransferase type 12" 1253 1357
22 1159236 "IPR013217" "Methyltransferase type 12" 1938 2036
22 1159456 "IPR013217" "Methyltransferase type 12" 1492 1602
22 1162446 "IPR013217" "Methyltransferase type 12" 1401 1509
22 1167936 "IPR013217" "Methyltransferase type 12" 1338 1439
22 1168194 "IPR013217" "Methyltransferase type 12" 1389 1490
22 1170655 "IPR013217" "Methyltransferase type 12" 1388 1486
22 1182735 "IPR013217" "Methyltransferase type 12" 99 205
22 1188722 "IPR013217" "Methyltransferase type 12" 1407 1508
22 1224252 "IPR013217" "Methyltransferase type 12" 1376 1487
21 1325 "IPR013217" "Methyltransferase type 12" 1995 2096
21 2561 "IPR013217" "Methyltransferase type 12" 1374 1474
21 3776 "IPR013217" "Methyltransferase type 12" 1968 2068
21 3795 "IPR013217" "Methyltransferase type 12" 1369 1474
21 4865 "IPR013217" "Methyltransferase type 12" 1448 1555
21 5674 "IPR013217" "Methyltransferase type 12" 1451 1558
21 5677 "IPR013217" "Methyltransferase type 12" 2095 2199
21 6226 "IPR013217" "Methyltransferase type 12" 1966 2021
21 6873 "IPR013217" "Methyltransferase type 12" 1420 1525
21 6980 "IPR013217" "Methyltransferase type 12" 1343 1447
21 7468 "IPR013217" "Methyltransferase type 12" 1433 1534
21 7744 "IPR013217" "Methyltransferase type 12" 1436 1539
21 8329 "IPR013217" "Methyltransferase type 12" 1321 1426
21 8419 "IPR013217" "Methyltransferase type 12" 1829 1927
21 8707 "IPR013217" "Methyltransferase type 12" 1942 2041
21 8830 "IPR013217" "Methyltransferase type 12" 640 738
21 9675 "IPR013217" "Methyltransferase type 12" 1948 2049
21 9705 "IPR013217" "Methyltransferase type 12" 1427 1528
3 48 "IPR013217" "Methyltransferase type 12" 1408 1511
3 108 "IPR013217" "Methyltransferase type 12" 1329 1430
3 42746 "IPR013217" "Methyltransferase type 12" 1435 1544
3 51108 "IPR013217" "Methyltransferase type 12" 1459 1560
3 54632 "IPR013217" "Methyltransferase type 12" 1945 2045
3 55425 "IPR013217" "Methyltransferase type 12" 1347 1452
3 26228 "IPR013217" "Methyltransferase type 12" 1416 1517
3 27338 "IPR013217" "Methyltransferase type 12" 1391 1493
3 27787 "IPR013217" "Methyltransferase type 12" 1443 1546
3 33919 "IPR013217" "Methyltransferase type 12" 1491 1599
3 37364 "IPR013217" "Methyltransferase type 12" 1459 1565
3 43838 "IPR013217" "Methyltransferase type 12" 1364 1469
3 44810 "IPR013217" "Methyltransferase type 12" 1432 1533
3 54820 "IPR013217" "Methyltransferase type 12" 1264 1362
3 60017 "IPR013217" "Methyltransferase type 12" 1699 1799
14 1574 "IPR000182" "GNAT domain" 80 192
14 1768 "IPR000182" "GNAT domain" 70 151
22 1119533 "IPR000182" "GNAT domain" 71 151
22 1125336 "IPR000182" "GNAT domain" 110 193
22 1176748 "IPR000182" "GNAT domain" 102 173
22 1186665 "IPR000182" "GNAT domain" 178 232
3 44790 "IPR000182" "GNAT domain" 75 173
3 44794 "IPR000182" "GNAT domain" 128 219
3 40965 "IPR000182" "GNAT domain" 83 162
3 40967 "IPR000182" "GNAT domain" 120 221
3 64697 "IPR000182" "GNAT domain" 121 212
21 6875 "IPR000433" "Zinc finger, ZZ-type" 369 415
22 1115499 "IPR001993" "Mitochondrial substrate carrier" 35 148
22 1115499 "IPR001993" "Mitochondrial substrate carrier" 154 244
22 1115499 "IPR001993" "Mitochondrial substrate carrier" 258 350
3 35630 "IPR001993" "Mitochondrial substrate carrier" 31 121
3 35630 "IPR001993" "Mitochondrial substrate carrier" 133 230
3 35630 "IPR001993" "Mitochondrial substrate carrier" 240 327
22 1129288 "IPR001381" "Dehydroquinase class I" 324 564
22 1129288 "IPR000623" "Shikimate kinase/Threonine synthase-like 1" 108 272
22 1129288 "IPR001381" "3-dehydroquinate dehydratase type I" 324 564
22 1129288 "IPR006151" "Quinate/shikimate 5-dehydrogenase/glutamyl-tRNA reductase" 705 759
22 1129288 "IPR013708" "Shikimate dehydrogenase substrate binding, N-terminal" 580 660
14 1584 "IPR001327" "Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region" 177 276
14 8267 "IPR001327" "Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region" 77 122
22 1168731 "IPR001327" "Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region" 365 395
21 2705 "IPR001327" "Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region" 181 218
21 3122 "IPR001327" "Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region" 343 371
21 5678 "IPR001327" "Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region" 139 176
21 9827 "IPR001327" "Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region" 110 163
21 9831 "IPR001327" "Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region" 182 284
3 21071 "IPR001327" "Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region" 177 274
3 51977 "IPR001327" "Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region" 122 239
3 60088 "IPR001327" "Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region" 270 380
3 64212 "IPR001327" "Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region" 517 546
14 1577 "IPR013027" "FAD-dependent pyridine nucleotide-disulphide oxidoreductase" 223 253
14 6805 "IPR013027" "FAD-dependent pyridine nucleotide-disulphide oxidoreductase" 34 66
14 8046 "IPR013027" "FAD-dependent pyridine nucleotide-disulphide oxidoreductase" 15 299
22 1125673 "IPR013027" "FAD-dependent pyridine nucleotide-disulphide oxidoreductase" 9 41
22 1183509 "IPR013027" "FAD-dependent pyridine nucleotide-disulphide oxidoreductase" 9 41
22 1200256 "IPR013027" "FAD-dependent pyridine nucleotide-disulphide oxidoreductase" 5 47
21 1663 "IPR013027" "FAD-dependent pyridine nucleotide-disulphide oxidoreductase" 9 26
21 2705 "IPR013027" "FAD-dependent pyridine nucleotide-disulphide oxidoreductase" 13 49
21 8421 "IPR013027" "FAD-dependent pyridine nucleotide-disulphide oxidoreductase" 8 52
21 9827 "IPR013027" "FAD-dependent pyridine nucleotide-disulphide oxidoreductase" 6 23
21 9831 "IPR013027" "FAD-dependent pyridine nucleotide-disulphide oxidoreductase" 45 344
3 51977 "IPR013027" "FAD-dependent pyridine nucleotide-disulphide oxidoreductase" 9 284
3 60088 "IPR013027" "FAD-dependent pyridine nucleotide-disulphide oxidoreductase" 106 429
14 8451 "IPR006076" "FAD dependent oxidoreductase" 2 405
14 8526 "IPR006076" "FAD dependent oxidoreductase" 6 32
22 1104672 "IPR006076" "FAD dependent oxidoreductase" 10 432
22 1111318 "IPR006076" "FAD dependent oxidoreductase" 25 60
22 1114655 "IPR006076" "FAD dependent oxidoreductase" 7 40
22 1150294 "IPR006076" "FAD dependent oxidoreductase" 6 45
22 1153535 "IPR006076" "FAD dependent oxidoreductase" 10 33
22 1163775 "IPR006076" "FAD dependent oxidoreductase" 5 42
21 1324 "IPR006076" "FAD dependent oxidoreductase" 12 41
21 5678 "IPR006076" "FAD dependent oxidoreductase" 12 58
21 6219 "IPR006076" "FAD dependent oxidoreductase" 7 38
21 7742 "IPR006076" "FAD dependent oxidoreductase" 9 40
21 8880 "IPR006076" "FAD dependent oxidoreductase" 81 112
3 26308 "IPR006076" "FAD dependent oxidoreductase" 10 39
3 26308 "IPR006076" "FAD dependent oxidoreductase" 105 167
3 28436 "IPR006076" "FAD dependent oxidoreductase" 12 48
3 53279 "IPR006076" "FAD dependent oxidoreductase" 30 67
3 53353 "IPR006076" "FAD dependent oxidoreductase" 25 60
3 60030 "IPR006076" "FAD dependent oxidoreductase" 11 40
14 82 "IPR006163" "Phosphopantetheine-binding" 2035 2088
14 903 "IPR006163" "Phosphopantetheine-binding" 810 875
14 903 "IPR006163" "Phosphopantetheine-binding" 3399 3464
14 903 "IPR006163" "Phosphopantetheine-binding" 4494 4559
14 903 "IPR006163" "Phosphopantetheine-binding" 5559 5624
14 903 "IPR006163" "Phosphopantetheine-binding" 6146 6216
14 1586 "IPR006163" "Phosphopantetheine-binding" 860 926
14 1586 "IPR006163" "Phosphopantetheine-binding" 1986 2051
14 1586 "IPR006163" "Phosphopantetheine-binding" 3106 3171
14 1586 "IPR006163" "Phosphopantetheine-binding" 3651 3716
14 1586 "IPR006163" "Phosphopantetheine-binding" 4208 4273
14 3230 "IPR006163" "Phosphopantetheine-binding" 1651 1717
14 3230 "IPR006163" "Phosphopantetheine-binding" 1775 1841
14 3519 "IPR006163" "Phosphopantetheine-binding" 1668 1734
14 3596 "IPR006163" "Phosphopantetheine-binding" 544 609
14 3596 "IPR006163" "Phosphopantetheine-binding" 1591 1656
14 3602 "IPR006163" "Phosphopantetheine-binding" 771 836
14 3602 "IPR006163" "Phosphopantetheine-binding" 1564 1629
14 4427 "IPR006163" "Phosphopantetheine-binding" 524 589
14 4427 "IPR006163" "Phosphopantetheine-binding" 1570 1639
14 4427 "IPR006163" "Phosphopantetheine-binding" 2134 2170
14 4503 "IPR006163" "Phosphopantetheine-binding" 400 471
14 4506 "IPR006163" "Phosphopantetheine-binding" 782 847
14 4656 "IPR006163" "Phosphopantetheine-binding" 783 849
14 4656 "IPR006163" "Phosphopantetheine-binding" 1833 1898
14 4678 "IPR006163" "Phosphopantetheine-binding" 1705 1771
14 5566 "IPR006163" "Phosphopantetheine-binding" 875 943
14 5879 "IPR006163" "Phosphopantetheine-binding" 1711 1777
14 6799 "IPR006163" "Phosphopantetheine-binding" 537 603
14 7048 "IPR006163" "Phosphopantetheine-binding" 622 687
14 7048 "IPR006163" "Phosphopantetheine-binding" 1739 1804
14 7048 "IPR006163" "Phosphopantetheine-binding" 3293 3358
14 7048 "IPR006163" "Phosphopantetheine-binding" 3864 3929
14 7048 "IPR006163" "Phosphopantetheine-binding" 5392 5457
14 7048 "IPR006163" "Phosphopantetheine-binding" 6489 6554
14 7048 "IPR006163" "Phosphopantetheine-binding" 7582 7647
14 7929 "IPR006163" "Phosphopantetheine-binding" 560 630
14 8033 "IPR006163" "Phosphopantetheine-binding" 679 744
14 8038 "IPR006163" "Phosphopantetheine-binding" 523 590
14 8038 "IPR006163" "Phosphopantetheine-binding" 1548 1618
14 8038 "IPR006163" "Phosphopantetheine-binding" 2061 2130
14 8266 "IPR006163" "Phosphopantetheine-binding" 649 715
14 8269 "IPR006163" "Phosphopantetheine-binding" 810 875
14 8269 "IPR006163" "Phosphopantetheine-binding" 1887 1952
14 8269 "IPR006163" "Phosphopantetheine-binding" 3429 3494
14 8527 "IPR006163" "Phosphopantetheine-binding" 1727 1790
14 9170 "IPR006163" "Phosphopantetheine-binding" 601 667
14 9170 "IPR006163" "Phosphopantetheine-binding" 1684 1752
14 9205 "IPR006163" "Phosphopantetheine-binding" 2425 2463
14 9205 "IPR006163" "Phosphopantetheine-binding" 3580 3648
14 9313 "IPR006163" "Phosphopantetheine-binding" 530 596
14 9385 "IPR006163" "Phosphopantetheine-binding" 1620 1666
14 9385 "IPR006163" "Phosphopantetheine-binding" 1760 1803
22 39114 "IPR006163" "Phosphopantetheine-binding" 559 629
22 44571 "IPR006163" "Phosphopantetheine-binding" 582 647
22 44571 "IPR006163" "Phosphopantetheine-binding" 1709 1749
22 1079950 "IPR006163" "Phosphopantetheine-binding" 746 810
22 1079950 "IPR006163" "Phosphopantetheine-binding" 2252 2317
22 1080089 "IPR006163" "Phosphopantetheine-binding" 1657 1723
22 1082121 "IPR006163" "Phosphopantetheine-binding" 782 847
22 1082594 "IPR006163" "Phosphopantetheine-binding" 569 639
22 1084740 "IPR006163" "Phosphopantetheine-binding" 1602 1668
22 1085888 "IPR006163" "Phosphopantetheine-binding" 561 633
22 1087173 "IPR006163" "Phosphopantetheine-binding" 2248 2289
22 1087173 "IPR006163" "Phosphopantetheine-binding" 3330 3398
22 1092575 "IPR006163" "Phosphopantetheine-binding" 525 590
22 1094020 "IPR006163" "Phosphopantetheine-binding" 529 584
22 1099425 "IPR006163" "Phosphopantetheine-binding" 1650 1716
22 1099425 "IPR006163" "Phosphopantetheine-binding" 1771 1837
22 1102698 "IPR006163" "Phosphopantetheine-binding" 788 853
22 1102698 "IPR006163" "Phosphopantetheine-binding" 2273 2338
22 1102698 "IPR006163" "Phosphopantetheine-binding" 3365 3431
22 1102698 "IPR006163" "Phosphopantetheine-binding" 4448 4513
22 1103566 "IPR006163" "Phosphopantetheine-binding" 1029 1092
22 1103566 "IPR006163" "Phosphopantetheine-binding" 2526 2589
22 1103566 "IPR006163" "Phosphopantetheine-binding" 3652 3717
22 1104204 "IPR006163" "Phosphopantetheine-binding" 2516 2566
22 1108909 "IPR006163" "Phosphopantetheine-binding" 1119 1184
22 1108909 "IPR006163" "Phosphopantetheine-binding" 2237 2302
22 1108909 "IPR006163" "Phosphopantetheine-binding" 3758 3823
22 1108909 "IPR006163" "Phosphopantetheine-binding" 4852 4917
22 1108909 "IPR006163" "Phosphopantetheine-binding" 6389 6454
22 1109472 "IPR006163" "Phosphopantetheine-binding" 1612 1678
22 1110824 "IPR006163" "Phosphopantetheine-binding" 879 947
22 1111323 "IPR006163" "Phosphopantetheine-binding" 2237 2303
22 1111323 "IPR006163" "Phosphopantetheine-binding" 3377 3442
22 1112058 "IPR006163" "Phosphopantetheine-binding" 3272 3338
22 1112167 "IPR006163" "Phosphopantetheine-binding" 1723 1789
22 1114546 "IPR006163" "Phosphopantetheine-binding" 5 67
22 1114546 "IPR006163" "Phosphopantetheine-binding" 1017 1085
22 1114952 "IPR006163" "Phosphopantetheine-binding" 561 629
22 1115863 "IPR006163" "Phosphopantetheine-binding" 530 594
22 1115863 "IPR006163" "Phosphopantetheine-binding" 1780 1847
22 1116473 "IPR006163" "Phosphopantetheine-binding" 800 864
22 1117738 "IPR006163" "Phosphopantetheine-binding" 603 671
22 1121186 "IPR006163" "Phosphopantetheine-binding" 536 602
22 1122199 "IPR006163" "Phosphopantetheine-binding" 3358 3424
22 1123159 "IPR006163" "Phosphopantetheine-binding" 1707 1773
22 1123743 "IPR006163" "Phosphopantetheine-binding" 540 606
22 1126849 "IPR006163" "Phosphopantetheine-binding" 1604 1670
22 1126920 "IPR006163" "Phosphopantetheine-binding" 2569 2636
22 1126949 "IPR006163" "Phosphopantetheine-binding" 761 826
22 1126949 "IPR006163" "Phosphopantetheine-binding" 856 914
22 1126949 "IPR006163" "Phosphopantetheine-binding" 1918 1981
22 1126949 "IPR006163" "Phosphopantetheine-binding" 3382 3445
22 1128344 "IPR006163" "Phosphopantetheine-binding" 2271 2311
22 1128344 "IPR006163" "Phosphopantetheine-binding" 3387 3452
22 1152150 "IPR006163" "Phosphopantetheine-binding" 578 646
22 1153534 "IPR006163" "Phosphopantetheine-binding" 1665 1731
22 1153534 "IPR006163" "Phosphopantetheine-binding" 1771 1837
22 1156292 "IPR006163" "Phosphopantetheine-binding" 557 628
22 1158197 "IPR006163" "Phosphopantetheine-binding" 757 827
22 1158197 "IPR006163" "Phosphopantetheine-binding" 1425 1490
22 1159236 "IPR006163" "Phosphopantetheine-binding" 1632 1698
22 1162443 "IPR006163" "Phosphopantetheine-binding" 2 67
22 1163045 "IPR006163" "Phosphopantetheine-binding" 2275 2341
22 1164062 "IPR006163" "Phosphopantetheine-binding" 846 911
22 1164062 "IPR006163" "Phosphopantetheine-binding" 1954 2019
22 1164062 "IPR006163" "Phosphopantetheine-binding" 3036 3101
22 1164062 "IPR006163" "Phosphopantetheine-binding" 4124 4189
22 1164062 "IPR006163" "Phosphopantetheine-binding" 5243 5308
22 1166499 "IPR006163" "Phosphopantetheine-binding" 594 659
22 1166499 "IPR006163" "Phosphopantetheine-binding" 1705 1768
22 1168636 "IPR006163" "Phosphopantetheine-binding" 796 861
22 1168636 "IPR006163" "Phosphopantetheine-binding" 3388 3453
22 1168636 "IPR006163" "Phosphopantetheine-binding" 4486 4551
22 1168636 "IPR006163" "Phosphopantetheine-binding" 5560 5625
22 1168636 "IPR006163" "Phosphopantetheine-binding" 6144 6203
22 1170655 "IPR006163" "Phosphopantetheine-binding" 3497 3566
22 1172138 "IPR006163" "Phosphopantetheine-binding" 761 826
22 1172138 "IPR006163" "Phosphopantetheine-binding" 1861 1927
22 1172138 "IPR006163" "Phosphopantetheine-binding" 3037 3102
22 1172138 "IPR006163" "Phosphopantetheine-binding" 4584 4649
22 1177621 "IPR006163" "Phosphopantetheine-binding" 540 604
22 1177761 "IPR006163" "Phosphopantetheine-binding" 791 857
22 1177761 "IPR006163" "Phosphopantetheine-binding" 1807 1872
22 1186328 "IPR006163" "Phosphopantetheine-binding" 778 843
22 1186328 "IPR006163" "Phosphopantetheine-binding" 1876 1940
22 1186328 "IPR006163" "Phosphopantetheine-binding" 2944 3009
22 1186328 "IPR006163" "Phosphopantetheine-binding" 4029 4093
22 1186328 "IPR006163" "Phosphopantetheine-binding" 5096 5161
22 1186498 "IPR006163" "Phosphopantetheine-binding" 757 822
22 1186498 "IPR006163" "Phosphopantetheine-binding" 1546 1611
22 1188722 "IPR006163" "Phosphopantetheine-binding" 3518 3586
22 1188789 "IPR006163" "Phosphopantetheine-binding" 586 637
22 1189171 "IPR006163" "Phosphopantetheine-binding" 824 890
22 1189171 "IPR006163" "Phosphopantetheine-binding" 1924 1989
22 1189171 "IPR006163" "Phosphopantetheine-binding" 3045 3110
22 1189171 "IPR006163" "Phosphopantetheine-binding" 3590 3655
22 1189171 "IPR006163" "Phosphopantetheine-binding" 4150 4215
22 1223918 "IPR006163" "Phosphopantetheine-binding" 2265 2331
21 522 "IPR006163" "Phosphopantetheine-binding" 755 820
21 1303 "IPR006163" "Phosphopantetheine-binding" 625 690
21 1303 "IPR006163" "Phosphopantetheine-binding" 1698 1763
21 1303 "IPR006163" "Phosphopantetheine-binding" 3219 3282
21 1303 "IPR006163" "Phosphopantetheine-binding" 4297 4362
21 1303 "IPR006163" "Phosphopantetheine-binding" 5399 5464
21 1325 "IPR006163" "Phosphopantetheine-binding" 1669 1735
21 1331 "IPR006163" "Phosphopantetheine-binding" 1644 1712
21 1331 "IPR006163" "Phosphopantetheine-binding" 1745 1811
21 1544 "IPR006163" "Phosphopantetheine-binding" 550 616
21 1584 "IPR006163" "Phosphopantetheine-binding" 1311 1376
21 1666 "IPR006163" "Phosphopantetheine-binding" 1652 1718
21 1666 "IPR006163" "Phosphopantetheine-binding" 1774 1840
21 2208 "IPR006163" "Phosphopantetheine-binding" 560 630
21 2697 "IPR006163" "Phosphopantetheine-binding" 15 80
21 2697 "IPR006163" "Phosphopantetheine-binding" 1152 1217
21 2697 "IPR006163" "Phosphopantetheine-binding" 2223 2290
21 2698 "IPR006163" "Phosphopantetheine-binding" 1037 1078
21 3112 "IPR006163" "Phosphopantetheine-binding" 1814 1880
21 3705 "IPR006163" "Phosphopantetheine-binding" 1719 1787
21 3705 "IPR006163" "Phosphopantetheine-binding" 1843 1911
21 3776 "IPR006163" "Phosphopantetheine-binding" 1573 1639
21 3776 "IPR006163" "Phosphopantetheine-binding" 1684 1749
21 4011 "IPR006163" "Phosphopantetheine-binding" 756 821
21 4011 "IPR006163" "Phosphopantetheine-binding" 1549 1614
21 4290 "IPR006163" "Phosphopantetheine-binding" 1725 1788
21 5081 "IPR006163" "Phosphopantetheine-binding" 727 793
21 5081 "IPR006163" "Phosphopantetheine-binding" 1153 1210
21 5447 "IPR006163" "Phosphopantetheine-binding" 786 851
21 5447 "IPR006163" "Phosphopantetheine-binding" 3357 3422
21 5447 "IPR006163" "Phosphopantetheine-binding" 4404 4469
21 5447 "IPR006163" "Phosphopantetheine-binding" 5466 5531
21 5677 "IPR006163" "Phosphopantetheine-binding" 1744 1810
21 6139 "IPR006163" "Phosphopantetheine-binding" 857 923
21 6139 "IPR006163" "Phosphopantetheine-binding" 1945 2010
21 6139 "IPR006163" "Phosphopantetheine-binding" 3078 3119
21 6139 "IPR006163" "Phosphopantetheine-binding" 3623 3688
21 6139 "IPR006163" "Phosphopantetheine-binding" 4186 4251
21 6226 "IPR006163" "Phosphopantetheine-binding" 1654 1720
21 6652 "IPR006163" "Phosphopantetheine-binding" 1735 1801
21 6805 "IPR006163" "Phosphopantetheine-binding" 793 858
21 6805 "IPR006163" "Phosphopantetheine-binding" 3039 3104
21 6805 "IPR006163" "Phosphopantetheine-binding" 4128 4193
21 6805 "IPR006163" "Phosphopantetheine-binding" 5221 5286
21 7741 "IPR006163" "Phosphopantetheine-binding" 1690 1756
21 7774 "IPR006163" "Phosphopantetheine-binding" 555 619
21 8327 "IPR006163" "Phosphopantetheine-binding" 24 89
21 8327 "IPR006163" "Phosphopantetheine-binding" 1538 1604
21 8327 "IPR006163" "Phosphopantetheine-binding" 3074 3139
21 8327 "IPR006163" "Phosphopantetheine-binding" 4158 4224
21 8327 "IPR006163" "Phosphopantetheine-binding" 5267 5333
21 8327 "IPR006163" "Phosphopantetheine-binding" 6351 6417
21 8419 "IPR006163" "Phosphopantetheine-binding" 745 810
21 8419 "IPR006163" "Phosphopantetheine-binding" 2242 2308
21 8432 "IPR006163" "Phosphopantetheine-binding" 2371 2437
21 8696 "IPR006163" "Phosphopantetheine-binding" 583 651
21 8707 "IPR006163" "Phosphopantetheine-binding" 1627 1693
21 8877 "IPR006163" "Phosphopantetheine-binding" 1631 1697
21 9564 "IPR006163" "Phosphopantetheine-binding" 852 918
21 9564 "IPR006163" "Phosphopantetheine-binding" 1935 2001
21 9564 "IPR006163" "Phosphopantetheine-binding" 3022 3086
21 9675 "IPR006163" "Phosphopantetheine-binding" 1640 1706
21 9705 "IPR006163" "Phosphopantetheine-binding" 2346 2383
21 9705 "IPR006163" "Phosphopantetheine-binding" 3500 3568
21 10275 "IPR006163" "Phosphopantetheine-binding" 876 944
21 10599 "IPR006163" "Phosphopantetheine-binding" 535 601
3 241 "IPR006163" "Phosphopantetheine-binding" 626 691
3 241 "IPR006163" "Phosphopantetheine-binding" 1726 1780
3 802 "IPR006163" "Phosphopantetheine-binding" 747 795
3 28096 "IPR006163" "Phosphopantetheine-binding" 561 628
3 31198 "IPR006163" "Phosphopantetheine-binding" 603 669
3 31261 "IPR006163" "Phosphopantetheine-binding" 1677 1743
3 31261 "IPR006163" "Phosphopantetheine-binding" 1801 1867
3 31276 "IPR006163" "Phosphopantetheine-binding" 570 638
3 34099 "IPR006163" "Phosphopantetheine-binding" 531 596
3 34168 "IPR006163" "Phosphopantetheine-binding" 647 712
3 43247 "IPR006163" "Phosphopantetheine-binding" 3533 3602
3 46595 "IPR006163" "Phosphopantetheine-binding" 1531 1598
3 51108 "IPR006163" "Phosphopantetheine-binding" 3633 3702
3 54632 "IPR006163" "Phosphopantetheine-binding" 1621 1687
3 58515 "IPR006163" "Phosphopantetheine-binding" 537 601
3 60230 "IPR006163" "Phosphopantetheine-binding" 803 868
3 60230 "IPR006163" "Phosphopantetheine-binding" 3362 3424
3 60230 "IPR006163" "Phosphopantetheine-binding" 4467 4532
3 60230 "IPR006163" "Phosphopantetheine-binding" 5536 5601
3 64101 "IPR006163" "Phosphopantetheine-binding" 732 797
3 64101 "IPR006163" "Phosphopantetheine-binding" 1808 1873
3 64146 "IPR006163" "Phosphopantetheine-binding" 988 1040
3 64146 "IPR006163" "Phosphopantetheine-binding" 2099 2164
3 64146 "IPR006163" "Phosphopantetheine-binding" 3293 3358
3 64146 "IPR006163" "Phosphopantetheine-binding" 4389 4454
3 773 "IPR006163" "Phosphopantetheine-binding" 773 838
3 22729 "IPR006163" "Phosphopantetheine-binding" 879 947
3 23306 "IPR006163" "Phosphopantetheine-binding" 561 631
3 23483 "IPR006163" "Phosphopantetheine-binding" 571 639
3 24817 "IPR006163" "Phosphopantetheine-binding" 570 642
3 29524 "IPR006163" "Phosphopantetheine-binding" 561 632
3 31185 "IPR006163" "Phosphopantetheine-binding" 2373 2439
3 31185 "IPR006163" "Phosphopantetheine-binding" 3485 3550
3 35599 "IPR006163" "Phosphopantetheine-binding" 757 822
3 35599 "IPR006163" "Phosphopantetheine-binding" 1546 1611
3 36084 "IPR006163" "Phosphopantetheine-binding" 1649 1715
3 36084 "IPR006163" "Phosphopantetheine-binding" 1771 1837
3 37474 "IPR006163" "Phosphopantetheine-binding" 811 876
3 37474 "IPR006163" "Phosphopantetheine-binding" 1904 1969
3 37474 "IPR006163" "Phosphopantetheine-binding" 3015 3077
3 37474 "IPR006163" "Phosphopantetheine-binding" 4540 4606
3 37474 "IPR006163" "Phosphopantetheine-binding" 5634 5700
3 37474 "IPR006163" "Phosphopantetheine-binding" 6743 6808
3 37870 "IPR006163" "Phosphopantetheine-binding" 529 595
3 37882 "IPR006163" "Phosphopantetheine-binding" 577 641
3 38145 "IPR006163" "Phosphopantetheine-binding" 865 931
3 38145 "IPR006163" "Phosphopantetheine-binding" 1988 2053
3 38145 "IPR006163" "Phosphopantetheine-binding" 3094 3130
3 38145 "IPR006163" "Phosphopantetheine-binding" 3641 3706
3 38145 "IPR006163" "Phosphopantetheine-binding" 4199 4264
3 44132 "IPR006163" "Phosphopantetheine-binding" 569 634
3 44810 "IPR006163" "Phosphopantetheine-binding" 3576 3642
3 45669 "IPR006163" "Phosphopantetheine-binding" 1718 1785
3 47492 "IPR006163" "Phosphopantetheine-binding" 794 859
3 47492 "IPR006163" "Phosphopantetheine-binding" 1865 1932
