"org_id" "clust_backbone" "clust_size" "sm_protein_id" "sm_short" "sm_desc"
22 "1166499" 10 1145995 "none" "none"
22 "1166499" 10 1145996 "none" "MFS_1 Sugar_tr"
22 "1109472" 2 1125108 "none" "FSH1"
22 "1109472" 2 1109472 "PKS" "Ketoacyl-synt_C Acyl_transf_1 Epimerase PP-binding NAD_binding_4 ketoacyl-synt"
22 "1186498" 15 1137585 "none" "FAD_binding_4"
22 "1186498" 15 191100 "none" "none"
22 "1186498" 15 1159373 "none" "ABC_tran"
22 "1186498" 15 1186494 "none" "none"
22 "1186498" 15 1186495 "none" "none"
22 "1186498" 15 1176977 "none" "none"
22 "1186498" 15 1125319 "none" "none"
22 "1186498" 15 1186498 "NRPS" "AMP-binding PP-binding Condensation"
22 "1186498" 15 1092812 "none" "none"
22 "1186498" 15 1109689 "none" "none"
22 "1186498" 15 1186501 "none" "none"
22 "1186498" 15 1146101 "none" "MFS_1"
22 "1186498" 15 1125334 "none" "none"
22 "1186498" 15 1186504 "none" "none"
22 "1186498" 15 1125336 "none" "Acetyltransf_1"
22 "1186592" 3 1159442 "none" "ADH_N ADH_zinc_N"
22 "1186592" 3 1109881 "none" "ABC_tran ABC_membrane"
22 "1186592" 3 1186592 "TC" "Terpene_synth_C"
22 "1159456" 16 1125545 "none" "KR Epimerase adh_short"
22 "1159456" 16 1109910 "none" "AA_permease"
22 "1159456" 16 213559 "none" "none"
22 "1159456" 16 1125552 "none" "none"
22 "1159456" 16 1109917 "none" "none"
22 "1159456" 16 1137708 "none" "none"
22 "1159456" 16 1166736 "none" "FSH1"
22 "1159456" 16 1125558 "none" "MFS_1"
22 "1159456" 16 1186613 "none" "FSH1"
22 "1159456" 16 1159456 "PKS" "Ketoacyl-synt_C ADH_zinc_N Acyl_transf_1 PP-binding KR ADH_N adh_short ketoacyl-synt"
22 "1159456" 16 1220513 "none" "none"
22 "1159456" 16 1220516 "none" "none"
22 "1159456" 16 1177110 "none" "none"
22 "1159456" 16 1159458 "none" "ADH_N ADH_zinc_N"
22 "1159456" 16 1159459 "none" "none"
22 "1159456" 16 1186619 "none" "FAD_binding_4"
22 "1153534" 8 1153533 "none" "Methyltransf_2"
22 "1153534" 8 1153534 "PKS" "ketoacyl-synt Acyl_transf_1 Ketoacyl-synt_C PP-binding"
22 "1153534" 8 1153535 "none" "FAD_binding_3"
22 "1153534" 8 1153536 "none" "p450"
22 "1153534" 8 1137737 "none" "none"
22 "1153534" 8 1092724 "none" "Methyltransf_2"
22 "1153534" 8 1092522 "none" "none"
22 "1153534" 8 1092538 "none" "Zn_clus"
22 "1092575" 1 1092575 "NRPS-Like" "AMP-binding PP-binding NAD_binding_4 Epimerase"
22 "44571" 11 1153562 "none" "MFS_1"
22 "44571" 11 1092830 "none" "Zn_clus"
22 "44571" 11 1125612 "none" "none"
22 "44571" 11 1166770 "none" "none"
22 "44571" 11 1125617 "none" "none"
22 "44571" 11 1220612 "none" "MFS_1 Sugar_tr"
22 "44571" 11 1166772 "none" "none"
22 "44571" 11 1125622 "none" "Zn_clus Fungal_trans"
22 "44571" 11 191384 "none" "Methyltransf_2"
22 "44571" 11 1092895 "none" "FAD_binding_4"
22 "44571" 11 44571 "NRPS" "AMP-binding NAD_binding_4 Condensation Epimerase PP-binding"
22 "1125648" 14 1159489 "none" "Fungal_trans"
22 "1125648" 14 1125648 "PKS" "Ketoacyl-synt_C ADH_zinc_N Acyl_transf_1 KR ADH_N adh_short ketoacyl-synt"
22 "1125648" 14 1110014 "none" "FAD_binding_3"
22 "1125648" 14 1220730 "none" "Fungal_trans"
22 "1125648" 14 1146242 "none" "none"
22 "1125648" 14 1186665 "none" "Acetyltransf_1"
22 "1125648" 14 1125660 "none" "ADH_N ADH_zinc_N"
22 "1125648" 14 1166793 "none" "none"
22 "1125648" 14 1125663 "none" "p450"
22 "1125648" 14 1093251 "none" "none"
22 "1125648" 14 1159496 "none" "none"
22 "1125648" 14 1092866 "none" "none"
22 "1125648" 14 1125673 "none" "FAD_binding_3"
22 "1125648" 14 1093317 "none" "Zn_clus Fungal_trans_2"
22 "1094020" 2 1177342 "none" "Aminotran_1_2"
22 "1094020" 2 1094020 "NRPS-Like" "AMP-binding PP-binding NAD_binding_4 Epimerase"
22 "1126346" 5 1094006 "none" "AMP-binding"
22 "1126346" 5 1126346 "PKS" "PP-binding Acyl_transf_1 Ketoacyl-synt_C KR adh_short ketoacyl-synt"
22 "1126346" 5 1222006 "none" "none"
22 "1126346" 5 1126350 "none" "none"
22 "1126346" 5 1177621 "NRPS-Like" "AMP-binding PP-binding NAD_binding_4 Epimerase"
22 "1110824" 7 1110824 "NRPS-Like" "AMP-binding PP-binding NAD_binding_4 Epimerase"
22 "1110824" 7 1093864 "none" "none"
22 "1110824" 7 1110828 "none" "none"
22 "1110824" 7 45403 "none" "none"
22 "1110824" 7 1126476 "none" "none"
22 "1110824" 7 1094137 "none" "none"
22 "1110824" 7 1126481 "none" "Aminotran_1_2"
22 "1177761" 9 1093569 "none" "MFS_1 Sugar_tr"
22 "1177761" 9 1177761 "NRPS" "AMP-binding PP-binding Condensation"
22 "1177761" 9 51161 "none" "none"
22 "1177761" 9 51160 "none" "none"
22 "1177761" 9 1167254 "none" "Fungal_trans"
22 "1177761" 9 1222412 "none" "none"
22 "1177761" 9 132036 "none" "none"
22 "1177761" 9 1126605 "none" "none"
22 "1177761" 9 1146675 "none" "Aminotran_1_2"
22 "1126949" 3 1126949 "NRPS" "AMP-binding PP-binding Condensation"
22 "1126949" 3 1159888 "none" "none"
22 "1126949" 3 1159889 "none" "Methyltransf_2"
22 "1111323" 19 1187368 "none" "Sugar_tr"
22 "1111323" 19 1126962 "none" "none"
22 "1111323" 19 1111318 "none" "Pyr_redox_2"
22 "1111323" 19 1126967 "none" "none"
22 "1111323" 19 1095186 "none" "FAD_binding_4"
22 "1111323" 19 1178065 "none" "Epimerase"
22 "1111323" 19 1111323 "HYBRID" "ADH_zinc_N Ketoacyl-synt_C Condensation KR Acyl_transf_1 PP-binding AMP-binding NAD_binding_4 adh_short ketoacyl-synt"
22 "1111323" 19 1096365 "none" "MFS_1 Sugar_tr"
22 "1111323" 19 1178068 "none" "p450"
22 "1111323" 19 1095893 "none" "Methyltransf_2"
22 "1111323" 19 1167456 "none" "Zn_clus Fungal_trans"
22 "1111323" 19 1223102 "none" "FAD_binding_3"
22 "1111323" 19 1096040 "none" "none"
22 "1111323" 19 1178073 "none" "none"
22 "1111323" 19 1178074 "none" "none"
22 "1111323" 19 1178075 "none" "FAD_binding_4"
22 "1111323" 19 1138663 "none" "none"
22 "1111323" 19 1126974 "none" "Zn_clus Fungal_trans"
22 "1111323" 19 1159899 "none" "MFS_1"
22 "1154267" 15 1095405 "none" "Zn_clus"
22 "1154267" 15 38966 "none" "none"
22 "1154267" 15 1096629 "none" "none"
22 "1154267" 15 1154267 "PKS" "Ketoacyl-synt_C ADH_zinc_N Acyl_transf_1 Epimerase KR NAD_binding_4 adh_short ketoacyl-synt ADH_N"
22 "1154267" 15 1111755 "none" "ADH_N ADH_zinc_N"
22 "1154267" 15 1127404 "none" "Zn_clus Fungal_trans"
22 "1154267" 15 1111761 "none" "MFS_1 Sugar_tr"
22 "1154267" 15 1187578 "none" "none"
22 "1154267" 15 1223842 "none" "FAD_binding_4"
22 "1154267" 15 38974 "none" "none"
22 "1154267" 15 1160038 "none" "none"
22 "1154267" 15 1187581 "none" "none"
22 "1154267" 15 1127416 "none" "Zn_clus Fungal_trans"
22 "1154267" 15 1160040 "none" "PhyH"
22 "1154267" 15 1160041 "none" "FAD_binding_3"
22 "1095656" 1 1095656 "PKS" "Ketoacyl-synt_C ADH_zinc_N Acyl_transf_1 PP-binding KR ADH_N adh_short ketoacyl-synt"
22 "1154309" 8 1154308 "none" "p450"
22 "1154309" 8 137356 "none" "none"
22 "1154309" 8 39022 "none" "none"
22 "1154309" 8 1154309 "NRPS-Like" "AMP-binding PP-binding NAD_binding_4 Epimerase adh_short"
22 "1154309" 8 1178393 "none" "FSH1"
22 "1154309" 8 1178394 "none" "ADH_N ADH_zinc_N"
22 "1154309" 8 1223918 "PKS" "PP-binding Acyl_transf_1 Ketoacyl-synt_C KR adh_short ketoacyl-synt"
22 "1154309" 8 1178396 "none" "KR adh_short"
22 "39114" 10 1111968 "none" "Zn_clus"
22 "39114" 10 1187675 "none" "Epimerase"
22 "39114" 10 1139058 "none" "none"
22 "39114" 10 39114 "NRPS-Like" "AMP-binding PP-binding NAD_binding_4 Epimerase"
22 "39114" 10 1160106 "none" "none"
22 "39114" 10 1096439 "none" "none"
22 "39114" 10 1095033 "none" "Zn_clus Fungal_trans"
22 "39114" 10 1187679 "none" "MFS_1"
22 "39114" 10 1224244 "none" "Aminotran_1_2"
22 "39114" 10 1224252 "PKS" "Ketoacyl-synt_C ADH_zinc_N Acyl_transf_1 PP-binding KR ADH_N adh_short ketoacyl-synt"
22 "1154415" 1 1154415 "TC" "Terpene_synth_C"
22 "1112058" 5 1127701 "none" "MFS_1 Sugar_tr"
22 "1112058" 5 1160132 "none" "none"
22 "1112058" 5 1178555 "none" "ADH_N ADH_zinc_N"
22 "1112058" 5 1187718 "none" "none"
22 "1112058" 5 1112058 "HYBRID" "Ketoacyl-synt_C Condensation KR Acyl_transf_1 Epimerase PP-binding AMP-binding NAD_binding_4 adh_short ketoacyl-synt"
22 "1112167" 6 1178623 "none" "MFS_1 Sugar_tr"
22 "1112167" 6 1112167 "PKS" "ketoacyl-synt Acyl_transf_1 Ketoacyl-synt_C PP-binding"
22 "1112167" 6 1095189 "none" "Lactamase_B"
22 "1112167" 6 1139199 "none" "FAD_binding_3"
22 "1112167" 6 1139200 "none" "none"
22 "1112167" 6 1187773 "none" "Zn_clus Fungal_trans"
22 "1167936" 5 1187874 "none" "FSH1"
22 "1167936" 5 1154628 "none" "none"
22 "1167936" 5 1112407 "none" "none"
22 "1167936" 5 1160258 "none" "AMP-binding"
22 "1167936" 5 1167936 "PKS" "PP-binding Acyl_transf_1 Ketoacyl-synt_C KR adh_short ketoacyl-synt"
22 "1087173" 9 1087173 "HYBRID" "Ketoacyl-synt_C Condensation KR Acyl_transf_1 Epimerase PP-binding AMP-binding NAD_binding_4 ketoacyl-synt"
22 "1087173" 9 1164090 "none" "none"
22 "1087173" 9 1134358 "none" "none"
22 "1087173" 9 1134359 "none" "none"
22 "1087173" 9 1173636 "none" "AMP-binding"
22 "1087173" 9 1173637 "none" "Zn_clus"
22 "1087173" 9 1183839 "none" "MFS_1 Sugar_tr"
22 "1087173" 9 1164092 "none" "none"
22 "1087173" 9 1211197 "none" "p450"
22 "1151290" 9 1183880 "none" "Lactamase_B"
22 "1151290" 9 1211318 "none" "none"
22 "1151290" 9 1143783 "none" "none"
22 "1151290" 9 1173706 "none" "none"
22 "1151290" 9 1157688 "none" "MFS_1"
22 "1151290" 9 1134428 "none" "none"
22 "1151290" 9 1151289 "none" "none"
22 "1151290" 9 1151290 "PKS" "ketoacyl-synt Acyl_transf_1 Ketoacyl-synt_C"
22 "1151290" 9 1173712 "none" "PP-binding"
22 "1164213" 2 1164213 "DMAT" "Trp_DMAT"
22 "1164213" 2 1183969 "none" "MFS_1 Sugar_tr"
22 "1123743" 1 1123743 "NRPS-Like" "AMP-binding PP-binding NAD_binding_4 Epimerase"
22 "1108909" 1 1108909 "NRPS" "AMP-binding PP-binding Condensation"
22 "1121186" 14 1105533 "none" "p450"
22 "1121186" 14 1121171 "none" "none"
22 "1121186" 14 1121176 "none" "none"
22 "1121186" 14 1105540 "none" "none"
22 "1121186" 14 1164728 "none" "none"
22 "1121186" 14 1121183 "none" "none"
22 "1121186" 14 1121186 "NRPS-Like" "PP-binding KR Epimerase AMP-binding NAD_binding_4 adh_short"
22 "1121186" 14 1164731 "none" "KR adh_short"
22 "1121186" 14 1151654 "none" "PhyH"
22 "1121186" 14 1087911 "none" "AA_permease"
22 "1121186" 14 1151656 "none" "none"
22 "1121186" 14 1121190 "none" "Fungal_trans"
22 "1121186" 14 225605 "none" "none"
22 "1121186" 14 1121191 "none" "Zn_clus Fungal_trans"
22 "1088618" 4 1087794 "none" "MFS_1 Sugar_tr"
22 "1088618" 4 1174468 "none" "FSH1"
22 "1088618" 4 1088618 "PKS" "Ketoacyl-synt_C ADH_zinc_N Acyl_transf_1 PP-binding KR adh_short ketoacyl-synt"
22 "1088618" 4 1164739 "none" "FAD_binding_4"
22 "1184525" 1 1184525 "NRPS-Like" "AMP-binding PP-binding NAD_binding_4 Epimerase"
22 "1158197" 8 1158197 "NRPS" "AMP-binding PP-binding Condensation"
22 "1158197" 8 1214384 "none" "p450"
22 "1158197" 8 1144617 "none" "none"
22 "1158197" 8 1144618 "none" "none"
22 "1158197" 8 1106160 "none" "none"
22 "1158197" 8 1144620 "none" "none"
22 "1158197" 8 1184814 "none" "Zn_clus"
22 "1158197" 8 1135506 "none" "FAD_binding_3"
22 "1122199" 7 1122199 "HYBRID" "Ketoacyl-synt_C Condensation KR Acyl_transf_1 Epimerase PP-binding AMP-binding NAD_binding_4 adh_short ketoacyl-synt"
22 "1122199" 7 1144856 "none" "none"
22 "1122199" 7 1144857 "none" "ADH_N ADH_zinc_N"
22 "1122199" 7 1158337 "none" "none"
22 "1122199" 7 1122202 "none" "MFS_1 Sugar_tr"
22 "1122199" 7 1185033 "none" "AA_permease"
22 "1122199" 7 1158341 "none" "Zn_clus Fungal_trans_2"
22 "1135841" 2 1158397 "none" "p450"
22 "1135841" 2 1135841 "PKS" "Ketoacyl-synt_C ADH_zinc_N Acyl_transf_1 KR ADH_N adh_short ketoacyl-synt"
22 "1152150" 7 1158415 "none" "PhyH"
22 "1152150" 7 173093 "none" "none"
22 "1152150" 7 37302 "none" "Fungal_trans_2"
22 "1152150" 7 1152150 "NRPS-Like" "AMP-binding PP-binding"
22 "1152150" 7 1089034 "none" "none"
22 "1152150" 7 1175224 "none" "Aminotran_1_2"
22 "1152150" 7 1122437 "none" "MFS_1"
22 "1165581" 4 1165578 "none" "MFS_1"
22 "1165581" 4 52477 "none" "none"
22 "1165581" 4 1216106 "none" "none"
22 "1165581" 4 1165581 "PKS-Like" "ketoacyl-synt Ketoacyl-synt_C"
22 "1161952" 8 1161952 "DMAT" "Trp_DMAT"
22 "1161952" 8 1100781 "none" "AA_permease"
22 "1161952" 8 1181583 "none" "none"
22 "1161952" 8 1116389 "none" "none"
22 "1161952" 8 1181585 "none" "none"
22 "1161952" 8 1149347 "none" "none"
22 "1161952" 8 1203621 "none" "none"
22 "1161952" 8 1004906 "none" "ketoacyl-synt"
22 "1116441" 8 1170620 "none" "MFS_1 Sugar_tr"
22 "1116441" 8 1181610 "none" "none"
22 "1116441" 8 1100831 "none" "Zn_clus"
22 "1116441" 8 1181612 "none" "none"
22 "1116441" 8 192085 "none" "FSH1"
22 "1116441" 8 1116441 "PKS" "Ketoacyl-synt_C ADH_zinc_N Acyl_transf_1 KR ADH_N adh_short ketoacyl-synt"
22 "1116441" 8 1116444 "none" "none"
22 "1116441" 8 1156292 "NRPS-Like" "AMP-binding PP-binding NAD_binding_4 Epimerase"
22 "1170655" 4 1170655 "HYBRID" "Ketoacyl-synt_C Condensation KR Acyl_transf_1 Epimerase PP-binding AMP-binding NAD_binding_4 adh_short ketoacyl-synt"
22 "1170655" 4 1181632 "none" "none"
22 "1170655" 4 1181633 "none" "none"
22 "1170655" 4 1116467 "none" "p450"
22 "1116473" 7 1116473 "NRPS" "AMP-binding PP-binding Condensation"
22 "1116473" 7 1005100 "none" "none"
22 "1116473" 7 1116476 "none" "ABC_tran"
22 "1116473" 7 1141976 "none" "none"
22 "1116473" 7 1156304 "none" "none"
22 "1116473" 7 1116480 "none" "MFS_1"
22 "1116473" 7 1149394 "none" "Zn_clus Fungal_trans_2"
22 "1083843" 7 1116571 "none" "Acyl_transf_1"
22 "1083843" 7 1083843 "PKS-Like" "ketoacyl-synt Ketoacyl-synt_C adh_short"
22 "1083843" 7 1116575 "none" "none"
22 "1083843" 7 1162046 "none" "none"
22 "1083843" 7 1005336 "none" "none"
22 "1083843" 7 1083684 "none" "none"
22 "1083843" 7 1204034 "none" "ADH_zinc_N"
22 "1156426" 6 1156426 "PKS" "Ketoacyl-synt_C ADH_zinc_N Acyl_transf_1 KR adh_short ketoacyl-synt"
22 "1156426" 6 170788 "none" "NAD_binding_4"
22 "1156426" 6 1181804 "none" "none"
22 "1156426" 6 1170944 "none" "none"
22 "1156426" 6 1116788 "none" "Zn_clus"
22 "1156426" 6 1170946 "none" "MFS_1"
22 "1162446" 15 1101614 "none" "p450"
22 "1162446" 15 51907 "none" "adh_short"
22 "1162446" 15 1117227 "none" "AMP-binding"
22 "1162446" 15 1182116 "none" "none"
22 "1162446" 15 1182117 "none" "PhyH"
22 "1162446" 15 1117230 "none" "Aminotran_1_2"
22 "1162446" 15 1162442 "none" "KR NAD_binding_4 Epimerase adh_short"
22 "1162446" 15 1162443 "none" "PP-binding Condensation"
22 "1162446" 15 225717 "none" "Zn_clus Fungal_trans"
22 "1162446" 15 35999 "none" "none"
22 "1162446" 15 1117235 "none" "p450"
22 "1162446" 15 1182122 "none" "ABC_tran ABC_membrane"
22 "1162446" 15 1162446 "PKS" "Ketoacyl-synt_C ADH_zinc_N Acyl_transf_1 PP-binding KR ADH_N adh_short ketoacyl-synt"
22 "1162446" 15 1182124 "none" "MFS_1"
22 "1162446" 15 1083446 "PKS" "KR ketoacyl-synt Acyl_transf_1 Ketoacyl-synt_C adh_short"
22 "1082121" 8 1156765 "none" "Peptidase_M19"
22 "1082121" 8 1149983 "none" "none"
22 "1082121" 8 1102124 "none" "MFS_1"
22 "1082121" 8 1082121 "NRPS-Like" "AMP-binding PP-binding"
22 "1082121" 8 1083942 "none" "none"
22 "1082121" 8 1149987 "none" "none"
22 "1082121" 8 1117738 "NRPS-Like" "AMP-binding PP-binding"
22 "1082121" 8 1206422 "none" "FAD_binding_3"
22 "1082594" 9 1082594 "NRPS-Like" "PP-binding KR Epimerase AMP-binding NAD_binding_4 adh_short"
22 "1082594" 9 1171939 "none" "none"
22 "1082594" 9 1082229 "none" "none"
22 "1082594" 9 1150148 "none" "none"
22 "1082594" 9 35382 "none" "none"
22 "1082594" 9 1207097 "none" "MFS_1"
22 "1082594" 9 1207101 "none" "Zn_clus Fungal_trans"
22 "1082594" 9 1182640 "none" "Peptidase_M24"
22 "1082594" 9 1207105 "none" "MFS_1 Sugar_tr"
22 "1102698" 14 1163005 "none" "KR adh_short"
22 "1102698" 14 43882 "none" "Fungal_trans"
22 "1102698" 14 1156951 "none" "none"
22 "1102698" 14 1084599 "none" "none"
22 "1102698" 14 1163007 "none" "none"
22 "1102698" 14 1132812 "none" "none"
22 "1102698" 14 1118310 "none" "Zn_clus Fungal_trans_2"
22 "1102698" 14 1102698 "NRPS" "AMP-binding PP-binding Condensation"
22 "1102698" 14 1156954 "none" "none"
22 "1102698" 14 1182710 "none" "none"
22 "1102698" 14 1182711 "none" "none"
22 "1102698" 14 1118321 "none" "none"
22 "1102698" 14 190013 "none" "ABC_tran ABC_membrane"
22 "1102698" 14 1084668 "none" "p450"
22 "1172138" 21 1156974 "none" "MFS_1"
22 "1172138" 21 1172136 "none" "MFS_1"
22 "1172138" 21 1150294 "none" "Pyr_redox_2 FAD_binding_3"
22 "1172138" 21 1172138 "NRPS" "AMP-binding PP-binding Condensation"
22 "1172138" 21 1182735 "none" "none"
22 "1172138" 21 1118374 "none" "MFS_1"
22 "1172138" 21 1207436 "none" "Methyltransf_2"
22 "1172138" 21 1182737 "none" "MFS_1"
22 "1172138" 21 1084284 "none" "none"
22 "1172138" 21 1118381 "none" "none"
22 "1172138" 21 1084333 "none" "none"
22 "1172138" 21 143465 "none" "none"
22 "1172138" 21 1182739 "none" "none"
22 "1172138" 21 1102768 "NRPS-Like" "AMP-binding Condensation"
22 "1172138" 21 1182741 "none" "none"
22 "1172138" 21 1163045 "PKS" "PP-binding Acyl_transf_1 Ketoacyl-synt_C KR adh_short ketoacyl-synt"
22 "1172138" 21 1172149 "none" "FSH1"
22 "1172138" 21 1150305 "none" "none"
22 "1172138" 21 1156981 "none" "KR Epimerase adh_short"
22 "1172138" 21 1163047 "none" "none"
22 "1172138" 21 1150307 "PKS" "Ketoacyl-synt_C ADH_zinc_N Acyl_transf_1 KR NAD_binding_4 adh_short ketoacyl-synt ADH_N"
22 "1084740" 11 1118447 "none" "Zn_clus Fungal_trans"
22 "1084740" 11 1118448 "none" "p450"
22 "1084740" 11 1163076 "none" "none"
22 "1084740" 11 1163077 "none" "none"
22 "1084740" 11 1084740 "PKS" "Ketoacyl-synt_C Acyl_transf_1 Epimerase PP-binding KR NAD_binding_4 adh_short ketoacyl-synt"
22 "1084740" 11 1084280 "none" "Zn_clus Fungal_trans"
22 "1084740" 11 1150345 "none" "Transferase FAD_binding_3"
22 "1084740" 11 1163078 "none" "Acyl_transf_1"
22 "1084740" 11 1163079 "PKS-Like" "ketoacyl-synt Ketoacyl-synt_C"
22 "1084740" 11 1083968 "none" "none"
22 "1084740" 11 1084526 "none" "MFS_1"
22 "1119191" 10 1208873 "none" "MFS_1"
22 "1119191" 10 1183127 "none" "none"
22 "1119191" 10 186323 "none" "ADH_N ADH_zinc_N"
22 "1119191" 10 1119189 "none" "MFS_1"
22 "1119191" 10 1183129 "none" "none"
22 "1119191" 10 1163420 "none" "none"
22 "1119191" 10 1163421 "none" "none"
22 "1119191" 10 1183132 "none" "FSH1"
22 "1119191" 10 1119191 "PKS" "Ketoacyl-synt_C ADH_zinc_N Acyl_transf_1 PP-binding KR ADH_N adh_short ketoacyl-synt"
22 "1119191" 10 42220 "none" "FAD_binding_4"
22 "1103566" 6 1172724 "none" "Fungal_trans"
22 "1103566" 6 1172725 "none" "none"
22 "1103566" 6 42208 "none" "none"
22 "1103566" 6 186770 "none" "Pyr_redox_2"
22 "1103566" 6 1133474 "none" "none"
22 "1103566" 6 1103566 "NRPS" "AMP-binding PP-binding Condensation"
22 "1085888" 11 1143324 "none" "AA_permease"
22 "1085888" 11 51489 "none" "none"
22 "1085888" 11 1103793 "none" "none"
22 "1085888" 11 1085699 "none" "none"
22 "1085888" 11 1085776 "none" "KR adh_short"
22 "1085888" 11 1085835 "none" "none"
22 "1085888" 11 1085888 "NRPS-Like" "AMP-binding PP-binding NAD_binding_4 Epimerase"
22 "1085888" 11 1183286 "none" "none"
22 "1085888" 11 1119430 "none" "Zn_clus Fungal_trans_2"
22 "1085888" 11 1133670 "none" "none"
22 "1085888" 11 1133671 "none" "AA_permease"
22 "1085752" 8 1133718 "none" "Epimerase"
22 "1085752" 8 1085665 "none" "Zn_clus Fungal_trans"
22 "1085752" 8 1119509 "none" "none"
22 "1085752" 8 1119512 "none" "none"
22 "1085752" 8 1150838 "none" "none"
22 "1085752" 8 1150839 "none" "Fungal_trans"
22 "1085752" 8 1085752 "TC" "Terpene_synth_C"
22 "1085752" 8 1085788 "none" "FAD_binding_3"
22 "1172993" 2 1172993 "NRPS-Like" "AMP-binding PP-binding NAD_binding_4 Epimerase"
22 "1172993" 2 1119533 "none" "Acetyltransf_1"
22 "1104204" 11 1163775 "none" "FAD_binding_3"
22 "1104204" 11 1157464 "none" "Zn_clus Fungal_trans"
22 "1104204" 11 182943 "none" "none"
22 "1104204" 11 1210062 "none" "none"
22 "1104204" 11 1119832 "none" "none"
22 "1104204" 11 1104204 "PKS" "PP-binding Acyl_transf_1 Ketoacyl-synt_C KR adh_short ketoacyl-synt"
22 "1104204" 11 1183506 "none" "FSH1"
22 "1104204" 11 1163780 "none" "none"
22 "1104204" 11 1163781 "none" "none"
22 "1104204" 11 1183509 "none" "FAD_binding_3 Pyr_redox"
22 "1104204" 11 1183510 "none" "MFS_1 Sugar_tr"
22 "1119988" 8 1119988 "PKS" "Ketoacyl-synt_C ADH_zinc_N Acyl_transf_1 KR ADH_N adh_short ketoacyl-synt"
22 "1119988" 8 1183615 "none" "KR Epimerase adh_short"
22 "1119988" 8 1163887 "none" "none"
22 "1119988" 8 1173323 "none" "p450"
22 "1119988" 8 40602 "none" "none"
22 "1119988" 8 40603 "none" "none"
22 "1119988" 8 1183617 "none" "none"
22 "1119988" 8 1163889 "none" "Fungal_trans"
22 "1104411" 15 1134129 "none" "MFS_1 Sugar_tr"
22 "1104411" 15 1134130 "none" "p450"
22 "1104411" 15 1183659 "none" "Fungal_trans"
22 "1104411" 15 1104411 "PKS" "Ketoacyl-synt_C ADH_zinc_N Acyl_transf_1 PP-binding KR adh_short ketoacyl-synt"
22 "1104411" 15 200732 "none" "Zn_clus"
22 "1104411" 15 182561 "none" "p450"
22 "1104411" 15 1210597 "none" "none"
22 "1104411" 15 48790 "none" "MFS_1"
22 "1104411" 15 181749 "none" "MFS_1 Sugar_tr"
22 "1104411" 15 1151104 "none" "none"
22 "1104411" 15 1104418 "none" "Zn_clus"
22 "1104411" 15 1183665 "none" "none"
22 "1104411" 15 126399 "none" "FSH1"
22 "1104411" 15 40685 "none" "none"
22 "1104411" 15 1173413 "none" "adh_short"
22 "1164062" 8 1164062 "NRPS" "AMP-binding PP-binding Condensation"
22 "1164062" 8 1086014 "none" "none"
22 "1164062" 8 1143752 "none" "none"
22 "1164062" 8 1143755 "none" "none"
22 "1164062" 8 1120302 "none" "none"
22 "1164062" 8 1104672 "none" "none"
22 "1164062" 8 1157652 "none" "MFS_1"
22 "1164062" 8 1104677 "none" "MFS_1"
22 "1123159" 17 1090641 "none" "MFS_1 Sugar_tr"
22 "1123159" 17 1136285 "none" "MFS_1"
22 "1123159" 17 1090376 "none" "ADH_N ADH_zinc_N"
22 "1123159" 17 1158647 "none" "none"
22 "1123159" 17 1175646 "none" "none"
22 "1123159" 17 44958 "none" "MFS_1"
22 "1123159" 17 44959 "none" "none"
22 "1123159" 17 1175649 "none" "none"
22 "1123159" 17 1090334 "none" "Zn_clus Fungal_trans"
22 "1123159" 17 1107512 "none" "p450"
22 "1123159" 17 1158649 "none" "none"
22 "1123159" 17 1123159 "PKS" "PP-binding Acyl_transf_1 Ketoacyl-synt_C KR adh_short ketoacyl-synt"
22 "1123159" 17 1158652 "none" "p450"
22 "1123159" 17 1165671 "none" "none"
22 "1123159" 17 1090478 "none" "KR adh_short"
22 "1123159" 17 1185488 "none" "none"
22 "1123159" 17 1216498 "none" "FAD_binding_4"
22 "45003" 11 1152486 "none" "ADH_N ADH_zinc_N"
22 "45003" 11 1123237 "none" "none"
22 "45003" 11 1123239 "none" "none"
22 "45003" 11 1090254 "none" "none"
22 "45003" 11 45003 "PKS-Like" "ketoacyl-synt Ketoacyl-synt_C"
22 "45003" 11 1090423 "none" "Acyl_transf_1"
22 "45003" 11 1152492 "none" "p450"
22 "45003" 11 1165704 "none" "none"
22 "45003" 11 1145264 "none" "none"
22 "45003" 11 1165706 "none" "MFS_1"
22 "45003" 11 1152496 "none" "MFS_1"
21 "3776" 13 3769 "none" "MFS_1 Sugar_tr"
21 "3776" 13 3770 "none" "none"
21 "3776" 13 3771 "none" "none"
21 "3776" 13 3772 "none" "MFS_1 Sugar_tr"
21 "3776" 13 3773 "none" "KR Epimerase adh_short"
21 "3776" 13 3774 "none" "p450"
21 "3776" 13 3775 "none" "none"
21 "3776" 13 3776 "PKS" "ketoacyl-synt Acyl_transf_1 Ketoacyl-synt_C PP-binding"
21 "3776" 13 3777 "none" "Methyltransf_2"
21 "3776" 13 3778 "none" "none"
21 "3776" 13 3779 "none" "none"
21 "3776" 13 3780 "NRPS-Like" "AMP-binding NAD_binding_4 Epimerase"
21 "3776" 13 3781 "none" "ABC_tran ABC_membrane"
21 "3795" 5 3791 "none" "p450"
21 "3795" 5 3792 "none" "none"
21 "3795" 5 3793 "none" "none"
